cpu1,cpu2,cpu3,cpu4,cpu5,cpu6,cpu7,cpu8,percent,used,active,buffers,cached,shared,value
1.9,0,0,3.8,1.9,0,0,0,51.4,1599012864,839716864,402505728,3139559424,1332830208,0
0,0,0,2,0,0,3.8,0,51.4,1599012864,839716864,402505728,3139559424,1332830208,0
1.9,0,0,2,0,0,3.8,0,51.4,1599012864,839716864,402505728,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1599012864,839716864,402505728,3139559424,1332830208,0
1.9,0,0,3.8,1.9,0,0,0,51.4,1599012864,839716864,402505728,3139559424,1332830208,0
0,0,0,3.8,1.9,0,0,0,51.4,1599012864,839716864,402505728,3139559424,1332830208,0
1.9,0,0,3.8,1.9,0,0,0,51.4,1599012864,839716864,402505728,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1599012864,839716864,402505728,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1599012864,839716864,402505728,3139559424,1332830208,0
0,0,0,3.8,1.9,0,0,1.9,51.4,1599012864,839716864,402505728,3139559424,1332830208,0
0,0,0,3.8,0,1.9,0,0,51.4,1599012864,839716864,402505728,3139559424,1332830208,0
0,0,0,3.9,1.9,0,0,1.9,51.4,1599012864,839716864,402513920,3139551232,1332830208,0
0,0,0,3.8,1.9,0,0,0,51.4,1599004672,839725056,402513920,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1599004672,839725056,402513920,3139559424,1332830208,0
0,0,0,2,0,0,0,1.9,51.4,1599004672,839725056,402513920,3139559424,1332830208,0
0,0,0,2,1.9,0,0,0,51.4,1599004672,839725056,402513920,3139559424,1332830208,0
0,0,0,2,0,0,2,0,51.4,1599004672,839725056,402513920,3139559424,1332830208,0
1.9,0,0,3.8,0,0,0,1.9,51.4,1599062016,839725056,402513920,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1599062016,839725056,402513920,3139559424,1332830208,0
0,1.9,0,2,0,0,0,1.9,51.4,1599062016,839725056,402513920,3139559424,1332830208,0
0,0,0,3.8,0,0,0,1.9,51.4,1599004672,839725056,402513920,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1599004672,839725056,402513920,3139559424,1332830208,0
0,0,0,3.8,1.9,0,1.9,0,51.4,1599004672,839725056,402522112,3139551232,1332830208,0
0,0,1.9,3.8,0,1.9,0,0,51.4,1598996480,839733248,402522112,3139559424,1332830208,0
0,0,0,0,0,0,0,0,51.4,1598996480,839733248,402522112,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598996480,839733248,402522112,3139559424,1332830208,0
0,0,0,9.1,0,0,1.9,1.9,51.4,1598996480,839733248,402522112,3139559424,1332830208,0
1.9,0,0,2,1.9,0,0,0,51.4,1598996480,839733248,402522112,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598996480,839733248,402522112,3139559424,1332830208,0
0,0,0,3.8,1.9,0,0,0,51.4,1598996480,839733248,402522112,3139559424,1332830208,0
1.9,1.9,1.9,5.7,3.8,0,1.9,1.9,51.4,1598996480,839733248,402522112,3139559424,1332830208,0
1.9,0,0,5.8,0,0,0,0,51.4,1598996480,839733248,402522112,3139559424,1332830208,0
0,0,0,0,0,0,2,0,51.4,1598996480,839733248,402522112,3139559424,1332830208,0
0,0,0,1.9,1.9,0,0,0,51.4,1598996480,839733248,402522112,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598996480,839733248,402530304,3139551232,1332830208,0
0,0,0,3.8,0,0,0,1.9,51.4,1598988288,839741440,402530304,3139559424,1332830208,0
0,0,0,2,1.9,1.9,0,0,51.4,1598988288,839741440,402530304,3139559424,1332830208,0
0,0,1.9,3.8,1.9,0,0,0,51.4,1598988288,839741440,402530304,3139559424,1332830208,0
0,0,0,0,0,0,0,0,51.4,1598988288,839741440,402530304,3139559424,1332830208,0
0,0,0,5.7,3.7,0,0,0,51.4,1598988288,839741440,402530304,3139559424,1332830208,0
0,0,0,3.8,0,0,1.9,0,51.4,1599045632,839741440,402530304,3139559424,1332830208,0
0,1.9,1.9,3.8,0,1.9,1.9,0,51.4,1599045632,839741440,402530304,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598988288,839741440,402530304,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598988288,839741440,402530304,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1598988288,839741440,402530304,3139559424,1332830208,0
0,0,0,3.9,0,0,0,0,51.4,1598988288,839741440,402538496,3139559424,1332830208,0
1.9,0,0,5.6,1.9,0,0,0,51.4,1598980096,839749632,402538496,3139559424,1332830208,0
1.9,0,0,3.8,0,0,1.9,0,51.4,1598980096,839749632,402538496,3139559424,1332830208,0
0,0,0,2,1.9,0,0,0,51.4,1598980096,839749632,402538496,3139559424,1332830208,0
0,0,1.9,5.7,0,0,0,0,51.4,1598980096,839749632,402538496,3139559424,1332830208,0
0,0,3.8,2,1.9,0,0,0,51.4,1598980096,839749632,402538496,3139559424,1332830208,0
0,0,0,5.7,0,0,0,0,51.4,1598980096,839749632,402538496,3139559424,1332830208,0
0,0,1.9,1.9,0,0,0,1.9,51.4,1598980096,839749632,402538496,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598980096,839749632,402538496,3139559424,1332830208,0
0,0,0,5.7,1.9,0,1.9,0,51.4,1598980096,839749632,402538496,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598980096,839749632,402538496,3139559424,1332830208,0
1.9,0,0,3.9,0,1.9,0,0,51.4,1598980096,839749632,402546688,3139551232,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598971904,839757824,402546688,3139559424,1332830208,0
1.9,0,1.9,2,0,0,0,1.9,51.4,1598971904,839757824,402546688,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598971904,839757824,402546688,3139559424,1332830208,0
1.9,0,0,2,0,0,0,1.9,51.4,1598971904,839757824,402546688,3139559424,1332830208,0
0,0,0,3.8,1.9,0,1.9,0,51.4,1598971904,839757824,402546688,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1598971904,839757824,402546688,3139559424,1332830208,0
0,0,0,1.9,0,0,0,1.9,51.4,1598971904,839757824,402546688,3139559424,1332830208,0
0,0,0,5.7,0,0,0,0,51.4,1598971904,839757824,402546688,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598971904,839757824,402546688,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598971904,839757824,402546688,3139559424,1332830208,0
0,0,0,3.8,0,0,1.9,0,51.4,1598971904,839757824,402546688,3139559424,1332830208,0
0,0,0,3.8,0,0,1.9,0,51.4,1598971904,839757824,402546688,3139559424,1332830208,0
0,0,0,3.9,0,0,0,0,51.4,1598963712,839757824,402554880,3139559424,1332830208,0
1.9,0,0,3.8,0,0,0,1.9,51.4,1598963712,839766016,402554880,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598963712,839766016,402554880,3139559424,1332830208,0
0,0,0,3.8,0,1.9,0,0,51.4,1598963712,839766016,402554880,3139559424,1332830208,0
0,0,0,2,0,0,1.9,0,51.4,1598963712,839766016,402554880,3139559424,1332830208,0
0,0,0,2,0,0,2,0,51.4,1599021056,839766016,402554880,3139559424,1332830208,0
0,0,0,5.7,0,1.9,0,1.9,51.4,1599021056,839766016,402554880,3139559424,1332830208,0
1.9,0,0,3.8,0,0,0,0,51.4,1598963712,839766016,402554880,3139559424,1332830208,0
0,0,0,3.8,1.9,0,0,0,51.4,1598963712,839766016,402554880,3139559424,1332830208,0
2,0,0,2,0,0,0,0,51.4,1598963712,839766016,402554880,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598963712,839766016,402554880,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598963712,839766016,402554880,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598963712,839766016,402554880,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598955520,839774208,402563072,3139559424,1332830208,0
0,0,1.9,3.8,0,0,0,0,51.4,1598955520,839774208,402563072,3139559424,1332830208,0
0,0,0,3.8,3.8,0,0,0,51.4,1598955520,839774208,402563072,3139559424,1332830208,0
0,0,0,3.8,1.9,0,1.9,0,51.4,1598787584,839770112,402563072,3139559424,1332830208,0
1.9,0,0,3.8,0,0,0,1.9,51.4,1598787584,839770112,402563072,3139559424,1332830208,0
3.8,0,0,3.8,1.9,0,0,0,51.4,1598787584,839770112,402563072,3139559424,1332830208,0
0,0,0,3.8,0,0,3.7,0,51.4,1598844928,839770112,402563072,3139559424,1332830208,0
0,0,0,3.8,0,0,1.9,0,51.4,1598787584,839770112,402563072,3139559424,1332830208,0
1.9,0,0,3.8,0,0,0,0,51.4,1598787584,839770112,402563072,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598787584,839770112,402563072,3139559424,1332830208,0
0,0,0,3.9,1.9,0,1.9,0,51.4,1598787584,839770112,402571264,3139551232,1332830208,0
0,0,0,2,0,0,1.9,0,51.4,1598779392,839778304,402571264,3139559424,1332830208,0
0,0,0,2,1.9,0,2,0,51.4,1598836736,839778304,402571264,3139559424,1332830208,0
0,0,0,2,0,0,2,0,51.4,1598779392,839778304,402571264,3139559424,1332830208,0
0,1.9,0,3.8,3.7,0,0,0,51.4,1598779392,839778304,402571264,3139559424,1332830208,0
1.9,0,0,3.9,0,0,0,0,51.4,1598779392,839778304,402571264,3139559424,1332830208,0
0,0,1.9,3.8,0,0,0,0,51.4,1598779392,839778304,402571264,3139559424,1332830208,0
1.9,0,0,3.8,0,0,1.9,0,51.4,1598779392,839778304,402571264,3139559424,1332830208,0
0,0,0,3.8,0,0,1.9,0,51.4,1598779392,839778304,402571264,3139559424,1332830208,0
0,0,0,3.8,0,0,1.9,0,51.4,1598779392,839778304,402571264,3139559424,1332830208,0
0,0,0,3.8,1.9,0,1.9,0,51.4,1598779392,839778304,402571264,3139559424,1332830208,0
0,0,0,2,0,0,1.9,0,51.4,1598779392,839782400,402579456,3139551232,1332830208,0
0,0,0,5.7,0,0,0,0,51.4,1598771200,839790592,402579456,3139559424,1332830208,0
1.9,0,0,3.8,0,0,1.9,0,51.4,1598771200,839790592,402579456,3139559424,1332830208,0
1.9,0,0,2,0,0,0,0,51.4,1598771200,839790592,402579456,3139559424,1332830208,0
1.9,1.9,1.9,5.7,0,0,5.6,0,51.4,1598771200,839790592,402579456,3139559424,1332830208,0
0,0,0,3.8,0,0,1.9,0,51.4,1598771200,839790592,402579456,3139559424,1332830208,0
1.9,0,1.9,5.7,1.9,0,0,0,51.4,1598828544,839790592,402579456,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598771200,839790592,402579456,3139559424,1332830208,0
1.9,0,0,3.8,0,0,0,0,51.4,1598771200,839790592,402579456,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598771200,839790592,402579456,3139559424,1332830208,0
1.9,1.9,1.9,5.8,1.9,1.9,3.7,1.9,51.4,1598828544,839790592,402579456,3139559424,1332830208,0
0,0,1.9,3.8,0,0,0,0,51.4,1598763008,839790592,402587648,3139559424,1332830208,0
0,0,0,5.7,0,0,0,0,51.4,1598763008,839798784,402587648,3139559424,1332830208,0
3.8,0,0,2,1.9,0,0,0,51.4,1598763008,839798784,402587648,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1598820352,839798784,402587648,3139559424,1332830208,0
1.9,0,0,5.7,0,0,0,0,51.4,1598763008,839798784,402587648,3139559424,1332830208,0
0,0,1.9,2,0,0,2,0,51.4,1598763008,839798784,402587648,3139559424,1332830208,0
0,0,1.9,3.8,0,0,0,0,51.4,1598763008,839798784,402587648,3139559424,1332830208,0
0,0,1.9,3.8,0,0,0,0,51.4,1598763008,839798784,402587648,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598763008,839798784,402587648,3139559424,1332830208,0
0,0,0,3.8,0,0,1.9,0,51.4,1598820352,839798784,402587648,3139559424,1332830208,0
0,0,1.9,3.8,0,0,0,0,51.4,1598763008,839798784,402595840,3139551232,1332830208,0
0,0,0,5.7,1.9,0,0,0,51.4,1598754816,839806976,402595840,3139559424,1332830208,0
0,0,0,3.8,0,0,1.9,0,51.4,1598754816,839806976,402595840,3139559424,1332830208,0
1.9,0,3.8,3.8,0,0,1.9,0,51.4,1598754816,839806976,402595840,3139559424,1332830208,0
0,0,0,3.8,0,0,1.9,0,51.4,1598754816,839806976,402595840,3139559424,1332830208,0
1.9,0,0,3.8,0,0,1.9,0,51.4,1598754816,839806976,402595840,3139559424,1332830208,0
1.9,0,0,5.7,0,0,1.9,0,51.4,1598754816,839806976,402595840,3139559424,1332830208,0
0,0,0,2,1.9,0,1.9,0,51.4,1598754816,839806976,402595840,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598754816,839806976,402595840,3139559424,1332830208,0
1.9,0,0,3.8,0,0,1.9,0,51.4,1598754816,839806976,402595840,3139559424,1332830208,0
2,0,0,2,0,0,2,0,51.4,1598812160,839806976,402595840,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1598754816,839806976,402595840,3139559424,1332830208,0
1.9,0,0,2,0,0,0,0,51.4,1598754816,839806976,402595840,3139559424,1332830208,0
0,0,0,2,2,0,0,0,51.4,1598754816,839806976,402595840,3139559424,1332830208,0
1.9,0,1.9,3.8,0,0,0,0,51.4,1598812160,839806976,402604032,3139551232,1332830208,0
1.9,0,0,3.8,0,0,0,0,51.4,1598746624,839815168,402604032,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1598746624,839815168,402604032,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1598746624,839815168,402604032,3139559424,1332830208,0
0,0,0,2,0,0,1.9,0,51.4,1598746624,839815168,402604032,3139559424,1332830208,0
1.9,0,0,3.8,1.9,0,0,0,51.4,1598746624,839815168,402604032,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1598746624,839815168,402604032,3139559424,1332830208,0
0,0,0,0,0,0,0,0,51.4,1598746624,839815168,402604032,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1598746624,839815168,402604032,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1598746624,839815168,402604032,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598746624,839815168,402612224,3139551232,1332830208,0
1.9,0,0,5.7,0,0,0,0,51.4,1598738432,839823360,402612224,3139559424,1332830208,0
1.9,0,0,5.7,0,0,0,0,51.4,1598795776,839823360,402612224,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1598738432,839823360,402612224,3139559424,1332830208,0
0,0,0,0,0,0,0,0,51.4,1598738432,839823360,402612224,3139559424,1332830208,0
2,0,0,2,0,0,0,0,51.4,1598738432,839823360,402612224,3139559424,1332830208,0
0,0,2,2,2,2,0,0,51.4,1598738432,839823360,402612224,3139559424,1332830208,0
0,0,0,0,0,0,0,0,51.4,1598738432,839823360,402612224,3139559424,1332830208,0
2,0,0,2,0,0,0,0,51.4,1598738432,839823360,402612224,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1598738432,839823360,402612224,3139559424,1332830208,0
0,0,1.9,2,0,0,0,0,51.4,1598738432,839823360,402612224,3139559424,1332830208,0
0,0,0,2,0,0,0,2,51.4,1598738432,839823360,402620416,3139551232,1332830208,0
0,0,0,0,0,0,2,0,51.4,1598730240,839831552,402620416,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598730240,839831552,402620416,3139559424,1332830208,0
1.9,0,1.9,2,0,0,0,0,51.4,1598730240,839831552,402620416,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1598787584,839831552,402620416,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598787584,839831552,402620416,3139559424,1332830208,0
0,0,3.8,3.8,0,0,0,0,51.4,1598730240,839831552,402620416,3139559424,1332830208,0
0,0,1.9,3.8,3.8,0,0,0,51.4,1598730240,839831552,402620416,3139559424,1332830208,0
0,0,1.9,3.8,0,0,1.9,0,51.4,1598730240,839831552,402620416,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1598730240,839831552,402620416,3139559424,1332830208,0
0,0,0,3.8,1.9,0,0,0,51.4,1598730240,839831552,402620416,3139559424,1332830208,0
1.9,0,0,3.9,1.9,0,0,0,51.4,1598730240,839831552,402628608,3139551232,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598722048,839839744,402628608,3139559424,1332830208,0
0,0,3.7,3.8,1.9,0,1.9,0,51.4,1598722048,839839744,402628608,3139559424,1332830208,0
0,0,0,3.8,0,1.9,3.8,0,51.4,1598779392,839839744,402628608,3139559424,1332830208,0
0,0,0,2,0,0,1.9,1.9,51.4,1598722048,839839744,402628608,3139559424,1332830208,0
0,0,1.9,3.8,0,0,0,0,51.4,1598722048,839839744,402628608,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1598722048,839839744,402628608,3139559424,1332830208,0
1.9,0,0,3.8,0,0,0,0,51.4,1598779392,839839744,402628608,3139559424,1332830208,0
0,0,3.8,2,0,0,0,0,51.4,1598722048,839839744,402628608,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598722048,839839744,402628608,3139559424,1332830208,0
2,0,0,0,0,0,0,0,51.4,1598722048,839839744,402628608,3139559424,1332830208,0
0,0,0,3.8,0,0,3.7,0,51.4,1598722048,839839744,402628608,3139559424,1332830208,0
0,0,0,3.9,0,0,1.9,0,51.4,1598713856,839839744,402636800,3139559424,1332830208,0
1.9,1.9,0,5.7,0,0,0,0,51.4,1598713856,839847936,402636800,3139559424,1332830208,0
0,0,1.9,2,1.9,0,0,0,51.4,1598713856,839847936,402636800,3139559424,1332830208,0
0,0,1.9,3.8,0,0,0,0,51.4,1598713856,839847936,402636800,3139559424,1332830208,0
0,0,0,3.8,1.9,0,0,0,51.4,1598713856,839847936,402636800,3139559424,1332830208,0
0,0,3.8,5.7,0,0,1.9,0,51.4,1598713856,839847936,402636800,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598713856,839847936,402636800,3139559424,1332830208,0
1.9,0,0,3.8,0,0,0,0,51.4,1598713856,839847936,402636800,3139559424,1332830208,0
0,0,0,3.8,0,1.9,0,0,51.4,1598713856,839847936,402636800,3139559424,1332830208,0
1.9,0,0,3.8,0,3.8,1.9,0,51.4,1598713856,839847936,402636800,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598713856,839847936,402636800,3139559424,1332830208,0
0,0,1.9,3.8,0,0,0,0,51.4,1598713856,839847936,402636800,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598713856,839847936,402644992,3139551232,1332830208,0
0,0,1.9,3.8,0,0,1.9,0,51.4,1598713856,839847936,402644992,3139551232,1332830208,0
1.9,0,0,2,0,0,0,0,51.4,1598713856,839847936,402644992,3139551232,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598705664,839856128,402644992,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1598705664,839856128,402644992,3139559424,1332830208,0
0,0,0,2,1.9,0,0,0,51.4,1598705664,839856128,402644992,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598820352,839856128,402644992,3139559424,1332830208,0
2,0,0,0,0,2,0,0,51.4,1598705664,839856128,402644992,3139559424,1332830208,0
0,0,0,3.8,0,0,1.9,0,51.4,1598705664,839856128,402644992,3139559424,1332830208,0
0,0,0,5.7,0,0,0,0,51.4,1598771200,839852032,402644992,3139559424,1332830208,0
1.9,0,0,2,1.9,1.9,0,0,51.4,1598771200,839852032,402653184,3139551232,1332830208,0
0,0,0,3.8,0,1.9,0,0,51.4,1598763008,839852032,402653184,3139559424,1332830208,0
0,0,1.9,3.8,0,0,0,0,51.4,1598877696,839852032,402653184,3139559424,1332830208,0
0,0,1.9,2,0,0,0,0,51.4,1598763008,839852032,402653184,3139559424,1332830208,0
0,0,1.9,3.8,0,0,0,0,51.4,1598763008,839852032,402653184,3139559424,1332830208,0
0,0,0,3.8,1.9,0,0,0,51.4,1598763008,839852032,402653184,3139559424,1332830208,0
0,0,0,0,0,0,0,0,51.4,1598763008,839852032,402653184,3139559424,1332830208,0
3.8,0,0,3.8,0,0,0,0,51.4,1598763008,839852032,402653184,3139559424,1332830208,0
0,0,1.9,2,0,0,0,0,51.4,1598763008,839852032,402653184,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598763008,839860224,402653184,3139559424,1332830208,0
0,0,3.7,3.8,1.9,0,1.9,0,51.4,1598763008,839860224,402653184,3139559424,1332830208,0
0,0,1.9,3.8,0,0,1.9,0,51.4,1598763008,839860224,402653184,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598754816,839860224,402661376,3139559424,1332830208,0
0,0,1.9,3.8,0,0,0,0,51.4,1598754816,839860224,402661376,3139559424,1332830208,0
1.9,0,0,3.8,0,0,0,0,51.4,1598754816,839860224,402661376,3139559424,1332830208,0
0,0,1.9,3.8,0,0,1.9,0,51.4,1598754816,839860224,402661376,3139559424,1332830208,0
0,0,1.9,2,0,0,1.9,0,51.4,1598754816,839860224,402661376,3139559424,1332830208,0
1.9,1.9,0,5.7,1.9,0,1.9,0,51.4,1598754816,839860224,402661376,3139559424,1332830208,0
0,0,1.9,3.9,0,0,1.9,0,51.4,1598754816,839860224,402661376,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598754816,839872512,402661376,3139559424,1332830208,0
1.9,0,1.9,3.8,7.3,5.6,3.8,0,51.4,1598754816,839872512,402661376,3139559424,1332830208,0
1.9,0,1.9,3.8,0,0,0,0,51.4,1598869504,839872512,402661376,3139559424,1332830208,0
0,0,0,3.8,0,1.9,0,0,51.4,1598754816,839872512,402661376,3139559424,1332830208,0
0,0,0,2,0,0,1.9,0,51.4,1598754816,839872512,402661376,3139559424,1332830208,0
3.8,0,0,2,0,0,1.9,0,51.4,1598754816,839872512,402669568,3139551232,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598869504,839872512,402669568,3139551232,1332830208,0
0,0,0,3.8,0,0,1.9,0,51.4,1598746624,839872512,402669568,3139559424,1332830208,0
1.9,0,1.9,2,0,0,0,0,51.4,1598746624,839872512,402669568,3139559424,1332830208,0
0,0,1.9,3.8,0,1.9,0,0,51.4,1598746624,839872512,402669568,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598861312,839872512,402669568,3139559424,1332830208,0
1.9,0,2,2,0,1.9,0,0,51.4,1598746624,839872512,402669568,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598746624,839872512,402669568,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1598746624,839872512,402669568,3139559424,1332830208,0
1.9,0,0,2,0,0,0,0,51.4,1598746624,839872512,402669568,3139559424,1332830208,0
0,0,0,3.8,1.9,0,0,0,51.4,1598746624,839872512,402669568,3139559424,1332830208,0
0,0,1.9,2,0,0,0,0,51.4,1598861312,839872512,402669568,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598746624,839872512,402669568,3139559424,1332830208,0
0,0,1.9,3.8,0,0,0,1.9,51.4,1598746624,839872512,402677760,3139551232,1332830208,0
1.9,0,0,3.8,0,3.7,0,0,51.4,1598738432,839884800,402677760,3139559424,1332830208,0
0,0,0,3.8,1.9,0,0,0,51.4,1598738432,839884800,402677760,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598853120,839884800,402677760,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598853120,839884800,402677760,3139559424,1332830208,0
0,0,0,3.8,3.8,0,0,0,51.4,1598738432,839884800,402677760,3139559424,1332830208,0
3.7,0,0,5.7,1.9,0,0,0,51.4,1598738432,839884800,402677760,3139559424,1332830208,0
0,0,1.9,3.8,1.9,0,0,0,51.4,1598738432,839884800,402677760,3139559424,1332830208,0
0,0,0,3.8,0,0,1.9,0,51.4,1598738432,839884800,402677760,3139559424,1332830208,0
0,0,0,3.9,3.7,0,0,0,51.4,1598738432,839884800,402677760,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598738432,839884800,402677760,3139559424,1332830208,0
0,0,0,2,1.9,0,2,0,51.4,1598738432,839884800,402685952,3139551232,1332830208,0
1.9,0,0,3.8,0,0,0,0,51.4,1598738432,839884800,402685952,3139551232,1332830208,0
1.9,0,0,3.9,1.9,0,0,3.7,51.4,1598738432,839884800,402685952,3139551232,1332830208,0
1.9,0,1.9,3.8,0,0,1.9,0,51.4,1598738432,839884800,402685952,3139551232,1332830208,0
1.9,0,0,3.8,0,0,1.9,0,51.4,1598738432,839884800,402685952,3139551232,1332830208,0
0,0,3.7,3.8,0,0,0,0,51.4,1598738432,839884800,402685952,3139551232,1332830208,0
0,0,3.8,3.8,0,0,0,0,51.4,1598738432,839884800,402685952,3139551232,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598738432,839884800,402685952,3139551232,1332830208,0
0,0,0,0,0,0,0,0,51.4,1598853120,839884800,402685952,3139551232,1332830208,0
0,0,1.9,3.8,0,0,0,0,51.4,1598730240,839897088,402685952,3139559424,1332830208,0
0,0,0,2,0,0,2,0,51.4,1598730240,839897088,402685952,3139559424,1332830208,0
0,0,0,3.8,0,0,1.9,0,51.4,1598722048,839897088,402694144,3139559424,1332830208,0
0,0,0,2,0,0,1.9,0,51.4,1598722048,839905280,402694144,3139559424,1332830208,0
0,1.9,1.9,3.8,0,0,0,0,51.4,1598722048,839905280,402694144,3139559424,1332830208,0
0,0,0,3.9,1.9,0,0,0,51.4,1598836736,839905280,402694144,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1598836736,839905280,402694144,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598836736,839905280,402694144,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1598722048,839905280,402694144,3139559424,1332830208,0
0,0,1.9,5.7,0,0,1.9,0,51.4,1598722048,839905280,402694144,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598722048,839905280,402694144,3139559424,1332830208,0
0,0,0,3.8,1.9,0,0,0,51.4,1598722048,839905280,402694144,3139559424,1332830208,0
0,1.9,0,3.8,0,0,0,0,51.4,1598836736,839905280,402694144,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1598836736,839905280,402694144,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1598713856,839905280,402702336,3139559424,1332830208,0
0,0,0,3.8,1.9,0,1.9,0,51.4,1598713856,839905280,402702336,3139559424,1332830208,0
0,0,0,2,1.9,0,0,0,51.4,1598713856,839905280,402702336,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1598713856,839905280,402702336,3139559424,1332830208,0
0,0,1.9,3.8,0,0,0,0,51.4,1598828544,839905280,402702336,3139559424,1332830208,0
0,0,0,3.8,0,0,0,0,51.4,1598713856,839905280,402702336,3139559424,1332830208,0
1.9,0,3.8,3.8,1.9,0,0,0,51.4,1598713856,839905280,402702336,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1598713856,839905280,402702336,3139559424,1332830208,0
0,0,0,0,0,2,0,0,51.4,1598713856,839905280,402702336,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1598713856,839913472,402702336,3139559424,1332830208,0
0,0,0,2,0,0,0,0,51.4,1598713856,839913472,402710528,3139551232,1332830208,0
0,0,0,0,0,0,0,0,51.4,1598713856,839913472,402710528,3139551232,1332830208,0
0,0,1.9,2,0,0,0,0,51.4,1598820352,839913472,402710528,3139559424,1332830208,0
