cpu1,cpu2,cpu3,cpu4,cpu5,cpu6,cpu7,cpu8,percent,used,active,buffers,cached,shared,value
0,0,0,0,0,3.9,0,0,51.4,1595748352,837824512,400613376,3139538944,1332830208,0
0,0,0,0,1.9,2,0,0,51.4,1595748352,837824512,400613376,3139538944,1332830208,0
0,0,0,0,0,3.8,0,0,51.4,1595748352,837824512,400613376,3139538944,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595748352,837824512,400621568,3139530752,1332830208,0
0,0,0,0,1.9,3.8,0,0,51.4,1595748352,837824512,400621568,3139530752,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595740160,837824512,400621568,3139538944,1332830208,0
0,0,1.9,0,0,2,0,0,51.4,1595740160,837824512,400621568,3139538944,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595740160,837824512,400621568,3139538944,1332830208,0
0,0,0,0,1.9,3.9,0,0,51.4,1595740160,837824512,400621568,3139538944,1332830208,0
0,0,0,0,0,3.8,1.9,0,51.4,1595740160,837824512,400621568,3139538944,1332830208,0
5.6,0,1.9,1.9,1.9,7.4,1.9,0,51.4,1595740160,837824512,400621568,3139538944,1332830208,0
1.9,1.9,1.9,1.9,1.9,3.8,1.9,0,51.4,1595740160,837824512,400621568,3139538944,1332830208,0
0,1.9,0,0,0,3.8,1.9,0,51.4,1595740160,837832704,400621568,3139538944,1332830208,0
1.9,0,0,1.9,1.9,5.7,1.9,1.9,51.4,1595740160,837832704,400621568,3139538944,1332830208,0
0,0,0,0,0,2,1.9,0,51.4,1595740160,837832704,400621568,3139538944,1332830208,0
0,0,0,0,1.9,3.8,0,0,51.4,1595740160,837832704,400629760,3139530752,1332830208,0
0,0,0,0,1.9,2,1.9,0,51.4,1595740160,837832704,400629760,3139530752,1332830208,0
1.9,0,0,0,0,2,0,0,51.4,1595731968,837832704,400629760,3139538944,1332830208,0
0,0,0,0,0,3.8,0,0,51.4,1595731968,837840896,400629760,3139538944,1332830208,0
0,0,1.9,0,0,3.8,0,0,51.4,1595731968,837840896,400629760,3139538944,1332830208,0
1.9,0,1.9,0,0,3.8,0,1.9,51.4,1595731968,837840896,400629760,3139538944,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595731968,837840896,400629760,3139538944,1332830208,0
0,0,1.9,1.9,0,3.8,1.9,0,51.4,1595731968,837840896,400629760,3139538944,1332830208,0
0,0,0,0,1.9,3.8,0,0,51.4,1595731968,837840896,400629760,3139538944,1332830208,0
2,0,0,0,0,2,0,0,51.4,1595731968,837840896,400629760,3139538944,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595731968,837840896,400629760,3139538944,1332830208,0
1.9,0,0,0,0,2,0,0,51.4,1595731968,837840896,400637952,3139530752,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595731968,837840896,400637952,3139530752,1332830208,0
0,0,0,0,0,3.8,0,0,51.4,1595731968,837840896,400637952,3139530752,1332830208,0
0,0,1.9,0,0,3.8,0,0,51.4,1595731968,837840896,400637952,3139530752,1332830208,0
0,0,0,1.9,0,3.8,0,0,51.4,1595731968,837840896,400637952,3139530752,1332830208,0
0,0,0,0,1.9,3.8,0,0,51.4,1595731968,837840896,400637952,3139530752,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595723776,837840896,400637952,3139538944,1332830208,0
0,0,0,0,0,3.8,1.9,0,51.4,1595723776,837840896,400637952,3139538944,1332830208,0
0,0,1.9,0,0,3.8,0,0,51.4,1595723776,837840896,400637952,3139538944,1332830208,0
0,1.9,0,0,0,5.7,0,0,51.4,1595723776,837840896,400646144,3139530752,1332830208,0
0,0,0,0,0,3.8,0,0,51.4,1595723776,837840896,400646144,3139530752,1332830208,0
1.9,0,0,0,1.9,3.8,0,0,51.4,1595723776,837840896,400646144,3139530752,1332830208,0
0,0,0,0,0,2,1.9,0,51.4,1595723776,837840896,400646144,3139530752,1332830208,0
0,0,0,0,0,3.8,0,0,51.4,1595715584,837857280,400646144,3139538944,1332830208,0
1.9,0,0,0,0,3.8,0,0,51.4,1595715584,837857280,400646144,3139538944,1332830208,0
0,0,0,0,0,3.8,0,0,51.4,1595715584,837857280,400646144,3139538944,1332830208,0
3.8,1.9,1.9,0,1.9,2,0,0,51.4,1595715584,837857280,400646144,3139538944,1332830208,0
1.9,0,0,0,3.8,2,1.9,0,51.4,1595715584,837857280,400646144,3139538944,1332830208,0
0,0,0,0,0,3.8,0,0,51.4,1595715584,837857280,400646144,3139538944,1332830208,0
3.7,0,0,0,0,3.8,0,0,51.4,1595715584,837857280,400646144,3139538944,1332830208,0
0,0,0,0,0,3.8,1.9,0,51.4,1595715584,837857280,400646144,3139538944,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595715584,837857280,400646144,3139538944,1332830208,0
0,0,3.8,0,1.9,3.8,1.9,0,51.4,1595715584,837857280,400646144,3139538944,1332830208,0
0,0,1.9,0,1.9,2,0,0,51.4,1595715584,837857280,400646144,3139538944,1332830208,0
0,0,0,0,0,3.8,0,0,51.4,1595715584,837857280,400654336,3139530752,1332830208,0
0,1.9,0,0,1.9,3.8,3.8,0,51.4,1595707392,837857280,400654336,3139538944,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595707392,837857280,400654336,3139538944,1332830208,0
0,0,0,0,0,3.8,0,0,51.4,1595707392,837857280,400654336,3139538944,1332830208,0
1.9,0,0,0,0,2,0,0,51.4,1595707392,837857280,400654336,3139538944,1332830208,0
0,0,0,0,0,3.8,1.9,0,51.4,1595707392,837857280,400654336,3139538944,1332830208,0
0,0,0,0,1.9,3.8,0,0,51.4,1595707392,837857280,400654336,3139538944,1332830208,0
0,1.9,0,0,0,2,1.9,0,51.4,1595707392,837865472,400654336,3139538944,1332830208,0
0,0,1.9,0,0,2,0,0,51.4,1595707392,837865472,400654336,3139538944,1332830208,0
0,0,2,0,0,0,1.9,0,51.4,1595707392,837865472,400654336,3139538944,1332830208,0
0,0,1.9,0,0,3.8,0,0,51.4,1595707392,837865472,400654336,3139538944,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595707392,837865472,400662528,3139530752,1332830208,0
0,1.9,0,0,1.9,3.8,0,0,51.4,1595707392,837865472,400662528,3139530752,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595699200,837865472,400662528,3139538944,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595699200,837865472,400662528,3139538944,1332830208,0
0,0,3.8,0,0,3.8,0,0,51.4,1595699200,837865472,400662528,3139538944,1332830208,0
0,1.9,0,1.9,0,2,0,0,51.4,1595699200,837865472,400662528,3139538944,1332830208,0
2,0,0,0,0,2,0,0,51.4,1595699200,837865472,400662528,3139538944,1332830208,0
0,1.9,0,0,2,3.8,0,1.9,51.4,1595699200,837865472,400662528,3139538944,1332830208,0
2,0,2,0,0,2,0,0,51.4,1595699200,837873664,400662528,3139538944,1332830208,0
1.9,1.9,1.9,1.9,1.9,3.8,0,0,51.4,1595699200,837873664,400662528,3139538944,1332830208,0
0,0,0,0,0,3.8,0,0,51.4,1595699200,837873664,400662528,3139538944,1332830208,0
0,0,0,1.9,0,2,0,0,51.4,1595691008,837873664,400670720,3139538944,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595691008,837873664,400670720,3139538944,1332830208,0
0,0,0,0,0,0,0,0,51.4,1595691008,837873664,400670720,3139538944,1332830208,0
0,0,2,0,0,0,0,0,51.4,1595691008,837873664,400670720,3139538944,1332830208,0
0,1.9,0,0,0,0,0,0,51.4,1595691008,837873664,400670720,3139538944,1332830208,0
0,0,0,0,0,3.8,0,0,51.4,1595691008,837873664,400670720,3139538944,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595691008,837881856,400670720,3139538944,1332830208,0
0,0,0,0,0,0,0,0,51.4,1595691008,837881856,400670720,3139538944,1332830208,0
0,0,0,0,1.9,2,0,0,51.4,1595691008,837881856,400670720,3139538944,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595691008,837881856,400670720,3139538944,1332830208,0
0,0,0,0,0,3.8,0,0,51.4,1595691008,837881856,400678912,3139530752,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595691008,837881856,400678912,3139530752,1332830208,0
0,2,0,0,0,2,0,0,51.4,1595682816,837881856,400678912,3139538944,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595682816,837881856,400678912,3139538944,1332830208,0
0,1.9,0,0,0,2,0,0,51.4,1595682816,837881856,400678912,3139538944,1332830208,0
0,0,0,1.9,0,2,0,0,51.4,1595682816,837881856,400678912,3139538944,1332830208,0
0,0,0,0,0,0,0,2,51.4,1595682816,837881856,400678912,3139538944,1332830208,0
1.9,1.9,1.9,0,0,2,0,0,51.4,1595682816,837881856,400678912,3139538944,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595682816,837881856,400678912,3139538944,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595682816,837881856,400678912,3139538944,1332830208,0
0,0,2,0,0,0,0,0,51.4,1595682816,837881856,400678912,3139538944,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595682816,837881856,400678912,3139538944,1332830208,0
0,1.9,0,0,1.9,3.8,0,0,51.4,1595682816,837881856,400687104,3139530752,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595682816,837881856,400687104,3139530752,1332830208,0
0,0,1.9,0,0,3.8,0,0,51.4,1595682816,837881856,400687104,3139530752,1332830208,0
0,0,1.9,0,0,3.8,0,0,51.4,1595674624,837898240,400687104,3139538944,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595674624,837898240,400687104,3139538944,1332830208,0
0,0,0,0,0,3.8,0,0,51.4,1595674624,837898240,400687104,3139538944,1332830208,0
0,0,0,0,0,2,1.9,0,51.4,1595674624,837898240,400687104,3139538944,1332830208,0
0,0,0,0,0,3.8,0,0,51.4,1595674624,837898240,400687104,3139538944,1332830208,0
1.9,1.9,3.7,1.9,1.9,5.8,3.7,1.9,51.4,1595674624,837898240,400687104,3139538944,1332830208,0
0,0,0,0,2,2,0,0,51.4,1595674624,837898240,400687104,3139538944,1332830208,0
0,0,2,0,1.9,2,0,0,51.4,1595674624,837898240,400687104,3139538944,1332830208,0
0,0,1.9,0,1.9,0,0,0,51.4,1595674624,837898240,400687104,3139538944,1332830208,0
0,0,0,0,0,0,0,0,51.4,1595674624,837898240,400695296,3139530752,1332830208,0
0,0,0,0,0,1.9,0,0,51.4,1595674624,837898240,400695296,3139530752,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595674624,837898240,400695296,3139530752,1332830208,0
0,0,2,0,0,0,0,0,51.4,1595674624,837898240,400695296,3139530752,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595666432,837898240,400695296,3139538944,1332830208,0
0,0,2,0,0,2,0,0,51.4,1595666432,837898240,400695296,3139538944,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595666432,837898240,400695296,3139538944,1332830208,0
0,1.9,0,0,0,3.8,0,0,51.4,1595666432,837898240,400695296,3139538944,1332830208,0
0,0,0,0,0,0,2,1.9,51.4,1595666432,837898240,400695296,3139538944,1332830208,0
0,0,0,0,1.9,0,0,0,51.4,1595666432,837898240,400695296,3139538944,1332830208,0
0,0,0,2,0,2,0,2,51.4,1595666432,837898240,400695296,3139538944,1332830208,0
0,0,0,0,1.9,2,0,0,51.4,1595666432,837898240,400703488,3139530752,1332830208,0
1.9,0,0,0,0,3.8,0,0,51.4,1595658240,837914624,400703488,3139538944,1332830208,0
0,0,0,0,0,0,0,0,51.4,1595658240,837914624,400703488,3139538944,1332830208,0
0,0,3.8,0,0,3.8,0,0,51.4,1595658240,837910528,400703488,3139538944,1332830208,0
96.2,1.9,0,0,0,2,0,0,51.4,1595658240,837910528,400703488,3139538944,1332830208,0
48.1,0,0,0,0,2,0,0,51.4,1595658240,837910528,400703488,3139538944,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595658240,837910528,400703488,3139538944,1332830208,0
0,2,0,0,0,2,0,0,51.4,1595658240,837910528,400703488,3139538944,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595658240,837910528,400703488,3139538944,1332830208,0
1.9,0,2,0,0,2,0,0,51.4,1595658240,837910528,400703488,3139538944,1332830208,0
0,1.9,0,0,1.9,0,0,0,51.4,1595654144,837910528,400711680,3139534848,1332830208,0
0,0,3.8,0,0,2,2,1.9,51.4,1595650048,837922816,400711680,3139538944,1332830208,0
0,0,0,0,0,3.8,0,0,51.4,1595650048,837922816,400711680,3139538944,1332830208,0
0,0,0,0,0,1.9,0,0,51.4,1595650048,837922816,400711680,3139538944,1332830208,0
0,0,0,0,1.9,3.8,0,0,51.4,1595650048,837922816,400711680,3139538944,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595650048,837922816,400711680,3139538944,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595650048,837922816,400711680,3139538944,1332830208,0
0,2,0,0,0,0,1.9,0,51.4,1595650048,837922816,400711680,3139538944,1332830208,0
0,0,0,0,0,3.8,0,1.9,51.4,1595650048,837922816,400711680,3139538944,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595650048,837922816,400711680,3139538944,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595650048,837922816,400711680,3139538944,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595650048,837922816,400711680,3139538944,1332830208,0
0,0,1.9,0,0,2,0,0,51.4,1595650048,837922816,400719872,3139530752,1332830208,0
0,0,0,0,0,3.8,0,0,51.4,1595641856,837922816,400719872,3139538944,1332830208,0
0,2,0,0,0,0,0,2,51.4,1595641856,837922816,400719872,3139538944,1332830208,0
1.9,0,0,0,0,3.8,1.9,0,51.4,1595641856,837922816,400719872,3139538944,1332830208,0
0,0,0,0,0,0,0,0,51.4,1595641856,837922816,400719872,3139538944,1332830208,0
0,0,1.9,0,0,2,2,0,51.4,1595641856,837922816,400719872,3139538944,1332830208,0
0,0,0,0,1.9,2,0,0,51.4,1595641856,837922816,400719872,3139538944,1332830208,0
0,1.9,0,0,0,2,0,0,51.4,1595641856,837922816,400719872,3139538944,1332830208,0
1.9,0,1.9,0,1.9,3.8,0,0,51.4,1595641856,837922816,400719872,3139538944,1332830208,0
0,0,1.9,0,0,2,0,0,51.4,1595641856,837922816,400719872,3139538944,1332830208,0
0,0,0,0,0,2,0,0,51.4,1595641856,837922816,400719872,3139538944,1332830208,0
0,0,1.9,0,0,3.8,0,0,51.4,1595641856,837922816,400719872,3139538944,1332830208,0
0,0,0,0,0,1.9,0,0,51.4,1595641856,837922816,400728064,3139530752,1332830208,0
0,1.9,0,0,3.9,0,0,0,51.4,1595633664,837922816,400728064,3139538944,1332830208,0
0,0,1.9,0,3.8,0,0,0,51.4,1595633664,837922816,400728064,3139538944,1332830208,0
0,0,0,0,3.8,0,0,0,51.4,1595633664,837922816,400728064,3139538944,1332830208,0
0,0,0,0,3.8,0,0,0,51.4,1595633664,837922816,400728064,3139538944,1332830208,0
0,0,0,0,2,0,0,0,51.4,1595633664,837922816,400728064,3139538944,1332830208,0
0,0,0,0,2,0,0,0,51.4,1595633664,837922816,400728064,3139538944,1332830208,0
0,1.9,0,0,3.8,0,0,0,51.4,1595633664,837922816,400728064,3139538944,1332830208,0
0,1.9,0,0,3.8,0,0,0,51.4,1595633664,837922816,400728064,3139538944,1332830208,0
0,0,0,0,2,0,0,1.9,51.4,1595633664,837939200,400728064,3139538944,1332830208,0
0,0,1.9,1.9,3.8,0,0,0,51.4,1595633664,837939200,400728064,3139538944,1332830208,0
0,0,0,0,5.7,0,0,0,51.4,1595633664,837939200,400736256,3139530752,1332830208,0
0,0,0,0,2,0,0,1.9,51.4,1595633664,837939200,400736256,3139530752,1332830208,0
1.9,1.9,0,0,3.9,0,0,0,51.4,1595625472,837939200,400736256,3139538944,1332830208,0
0,0,0,0,3.8,0,0,0,51.4,1595625472,837939200,400736256,3139538944,1332830208,0
0,0,1.9,0,3.8,0,0,0,51.4,1595625472,837939200,400736256,3139538944,1332830208,0
0,0,0,0,3.8,0,0,0,51.4,1595625472,837939200,400736256,3139538944,1332830208,0
0,0,0,0,2,0,0,0,51.4,1595625472,837939200,400736256,3139538944,1332830208,0
0,1.9,0,0,3.8,0,0,0,51.4,1595625472,837939200,400736256,3139538944,1332830208,0
0,0,0,1.9,2,0,0,1.9,51.4,1595625472,837939200,400736256,3139538944,1332830208,0
1.9,1.9,0,0,3.8,0,0,0,51.4,1595625472,837939200,400736256,3139538944,1332830208,0
0,0,0,0,2,0,0,0,51.4,1595625472,837939200,400736256,3139538944,1332830208,0
0,0,1.9,0,3.8,0,0,0,51.4,1595617280,837939200,400744448,3139538944,1332830208,0
0,0,0,0,2,0,0,0,51.4,1595617280,837939200,400744448,3139538944,1332830208,0
0,0,1.9,0,3.8,0,0,0,51.4,1595617280,837939200,400744448,3139538944,1332830208,0
0,0,1.9,0,3.8,0,0,0,51.4,1595617280,837939200,400744448,3139538944,1332830208,0
0,1.9,0,0,3.8,0,0,0,51.4,1595617280,837955584,400744448,3139538944,1332830208,0
0,1.9,0,1.9,2,0,0,0,51.4,1595617280,837955584,400744448,3139538944,1332830208,0
0,0,0,0,3.8,0,0,0,51.4,1595617280,837955584,400744448,3139538944,1332830208,0
1.9,1.9,1.9,1.9,2,0,0,0,51.4,1595617280,837955584,400744448,3139538944,1332830208,0
0,0,0,0,3.8,0,0,0,51.4,1595617280,837955584,400744448,3139538944,1332830208,0
0,0,0,0,3.8,0,0,0,51.4,1595617280,837955584,400744448,3139538944,1332830208,0
0,1.9,0,0,3.9,0,0,0,51.4,1595617280,837955584,400744448,3139538944,1332830208,0
0,0,0,0,2,0,1.9,0,51.4,1595617280,837955584,400744448,3139538944,1332830208,0
1.9,0,1.9,0,5.7,1.9,0,0,51.4,1595609088,837963776,400752640,3139538944,1332830208,0
0,1.9,1.9,0,3.8,0,0,0,51.4,1595609088,837963776,400752640,3139538944,1332830208,0
1.9,1.9,0,0,5.8,0,1.9,0,51.4,1595609088,837963776,400752640,3139538944,1332830208,0
1.9,0,1.9,0,2,0,0,0,51.4,1595609088,837963776,400752640,3139538944,1332830208,0
0,0,0,0,3.8,0,0,0,51.4,1595609088,837963776,400752640,3139538944,1332830208,0
0,0,1.9,0,3.8,0,0,0,51.4,1595609088,837963776,400752640,3139538944,1332830208,0
0,0,0,0,2,0,0,0,51.4,1595609088,837963776,400752640,3139538944,1332830208,0
0,0,0,0,3.8,0,0,0,51.4,1595609088,837963776,400752640,3139538944,1332830208,0
0,0,0,0,5.7,0,0,0,51.4,1595609088,837963776,400752640,3139538944,1332830208,0
0,0,0,0,2,0,0,0,51.4,1595609088,837963776,400752640,3139538944,1332830208,0
0,1.9,0,0,3.8,0,0,0,51.4,1595609088,837963776,400752640,3139538944,1332830208,0
0,1.9,0,0,2,1.9,0,0,51.4,1595609088,837963776,400752640,3139538944,1332830208,0
0,0,0,0,2,0,0,1.9,51.4,1595609088,837963776,400760832,3139530752,1332830208,0
0,0,0,0,2,0,0,0,51.4,1595609088,837963776,400760832,3139530752,1332830208,0
0,1.9,0,0,3.8,0,0,0,51.4,1595600896,837971968,400760832,3139538944,1332830208,0
1.9,0,0,1.9,3.8,0,0,0,51.4,1595600896,837971968,400760832,3139538944,1332830208,0
1.9,0,1.9,0,5.8,0,0,0,51.4,1595600896,837971968,400760832,3139538944,1332830208,0
0,0,0,0,3.8,1.9,0,0,51.4,1595600896,837971968,400760832,3139538944,1332830208,0
0,0,1.9,0,3.8,0,0,0,51.4,1595600896,837971968,400760832,3139538944,1332830208,0
0,0,1.9,0,3.8,0,0,0,51.4,1595600896,837971968,400760832,3139538944,1332830208,0
0,0,0,0,3.8,0,0,0,51.4,1595600896,837971968,400760832,3139538944,1332830208,0
0,0,3.7,0,5.7,0,1.9,0,51.4,1595600896,837971968,400760832,3139538944,1332830208,0
0,0,0,0,3.9,1.9,0,0,51.4,1595600896,837971968,400760832,3139538944,1332830208,0
0,0,1.9,1.9,3.8,0,0,0,51.4,1595600896,837971968,400760832,3139538944,1332830208,0
1.9,0,0,0,5.7,0,0,0,51.4,1595600896,837971968,400769024,3139530752,1332830208,0
0,0,0,0,2,0,0,0,51.4,1595600896,837971968,400769024,3139530752,1332830208,0
0,0,0,0,2,0,0,0,51.4,1595600896,837971968,400769024,3139530752,1332830208,0
0,1.9,0,0,3.8,0,0,0,51.4,1595600896,837971968,400769024,3139530752,1332830208,0
0,0,1.9,0,3.9,0,0,0,51.4,1595592704,837980160,400769024,3139538944,1332830208,0
0,0,0,1.9,3.8,0,0,0,51.4,1595592704,837980160,400769024,3139538944,1332830208,0
0,0,0,0,2,0,0,0,51.4,1595592704,837980160,400769024,3139538944,1332830208,0
0,0,0,0,1.9,0,0,0,51.4,1595592704,837980160,400769024,3139538944,1332830208,0
0,0,0,0,0,0,0,0,51.4,1595592704,837980160,400769024,3139538944,1332830208,0
0,0,0,0,3.8,0,1.9,0,51.4,1595592704,837980160,400769024,3139538944,1332830208,0
0,1.9,0,0,3.8,0,0,0,51.4,1595592704,837980160,400769024,3139538944,1332830208,0
0,0,0,0,2,0,0,0,51.4,1595592704,837980160,400777216,3139530752,1332830208,0
0,0,0,0,5.7,0,0,0,51.4,1595584512,837988352,400777216,3139538944,1332830208,0
0,0,0,0,2,0,0,0,51.4,1595584512,837988352,400777216,3139538944,1332830208,0
0,0,1.9,0,3.8,0,0,1.9,51.4,1595584512,837988352,400777216,3139538944,1332830208,0
0,0,0,0,3.8,0,1.9,0,51.4,1595584512,837988352,400777216,3139538944,1332830208,0
0,0,0,0,3.8,0,1.9,0,51.4,1595584512,837988352,400777216,3139538944,1332830208,0
0,0,0,0,3.8,0,0,0,51.4,1595584512,837988352,400777216,3139538944,1332830208,0
0,0,0,0,3.8,0,1.9,0,51.4,1595584512,837988352,400777216,3139538944,1332830208,0
0,0,1.9,0,2,0,0,0,51.4,1595584512,837988352,400777216,3139538944,1332830208,0
1.9,0,0,0,3.8,1.9,1.9,0,51.4,1595584512,837988352,400777216,3139538944,1332830208,0
0,0,0,0,2,0,1.9,0,51.4,1595584512,837988352,400785408,3139530752,1332830208,0
0,0,1.9,0,3.8,0,0,0,51.4,1595834368,837996544,400785408,3139538944,1332830208,0
0,0,0,0,3.8,0,1.9,0,51.4,1595834368,837996544,400785408,3139538944,1332830208,0
0,0,1.9,0,3.8,1.9,0,0,51.4,1595834368,837996544,400785408,3139538944,1332830208,0
0,0,0,0,2,0,3.8,0,51.4,1595834368,837996544,400785408,3139538944,1332830208,0
0,0,1.9,0,3.8,0,0,0,51.4,1595834368,837996544,400785408,3139538944,1332830208,0
0,0,0,0,3.8,0,1.9,0,51.4,1595834368,837992448,400785408,3139538944,1332830208,0
0,0,0,0,3.9,1.9,1.9,0,51.4,1595834368,837996544,400785408,3139538944,1332830208,0
0,0,1.9,1.9,2,0,0,0,51.4,1595834368,837996544,400785408,3139538944,1332830208,0
0,0,0,0,3.8,0,0,1.9,51.4,1595834368,837996544,400785408,3139538944,1332830208,0
0,1.9,0,1.9,3.8,0,1.9,0,51.4,1595834368,837996544,400785408,3139538944,1332830208,0
0,0,2,0,2,0,0,0,51.4,1595834368,837996544,400785408,3139538944,1332830208,0
1.9,0,0,0,2,0,2,0,51.4,1595576320,837996544,400785408,3139538944,1332830208,0
0,0,0,1.9,3.9,1.9,1.9,1.9,51.4,1595576320,837996544,400785408,3139538944,1332830208,0
1.9,0,0,0,2,0,0,0,51.4,1595576320,837996544,400793600,3139530752,1332830208,0
1.9,0,1.9,0,3.8,0,0,0,51.4,1595576320,837996544,400793600,3139530752,1332830208,0
1.9,0,0,0,3.8,0,0,0,51.4,1595576320,837996544,400793600,3139530752,1332830208,0
1.9,0,1.9,0,2,0,0,1.9,51.4,1595576320,837996544,400793600,3139530752,1332830208,0
1.9,0,0,0,2,0,1.9,0,51.4,1595576320,837996544,400793600,3139530752,1332830208,0
0,0,0,0,3.8,0,0,0,51.4,1595576320,837996544,400793600,3139530752,1332830208,0
0,0,0,0,3.9,0,0,0,51.4,1595576320,837996544,400793600,3139530752,1332830208,0
0,0,3.8,0,3.8,0,0,0,51.4,1595576320,837996544,400793600,3139530752,1332830208,0
0,0,0,0,5.8,0,0,0,51.4,1595576320,837996544,400793600,3139530752,1332830208,0
0,0,0,0,2,0,0,0,51.4,1595576320,837996544,400793600,3139530752,1332830208,0
0,0,1.9,0,3.8,0,0,0,51.4,1595576320,837996544,400801792,3139522560,1332830208,0
0,0,1.9,0,3.9,0,0,0,51.4,1595559936,837996544,400801792,3139538944,1332830208,0
0,0,0,0,2,0,0,0,51.4,1595559936,838012928,400801792,3139538944,1332830208,0
1.9,0,2,0,3.8,0,0,1.9,51.4,1595559936,838012928,400801792,3139538944,1332830208,0
0,0,0,0,2,0,0,0,51.4,1595559936,838012928,400801792,3139538944,1332830208,0
0,0,0,0,3.8,0,0,0,51.4,1595559936,838012928,400801792,3139538944,1332830208,0
0,0,0,0,5.7,0,0,0,51.4,1595559936,838012928,400801792,3139538944,1332830208,0
0,0,0,0,3.9,0,0,1.9,51.4,1595559936,838012928,400801792,3139538944,1332830208,0
0,0,0,0,3.8,0,0,0,51.4,1595559936,838012928,400801792,3139538944,1332830208,0
0,0,1.9,1.9,3.9,0,0,0,51.4,1595559936,838012928,400801792,3139538944,1332830208,0
0,0,0,0,7.4,0,0,0,51.4,1595559936,838012928,400801792,3139538944,1332830208,0
0,0,1.9,0,3.8,0,1.9,0,51.4,1595559936,838012928,400809984,3139530752,1332830208,0
0,0,0,0,5.7,0,0,0,51.4,1595559936,838012928,400809984,3139530752,1332830208,0
0,0,0,0,2,0,0,0,51.4,1595551744,838012928,400809984,3139538944,1332830208,0
0,0,0,0,5.7,0,0,0,51.4,1595551744,838012928,400809984,3139538944,1332830208,0
1.9,1.9,0,0,2,0,1.9,0,51.4,1595551744,838012928,400809984,3139538944,1332830208,0
0,0,0,0,2,0,0,0,51.4,1595551744,838012928,400809984,3139538944,1332830208,0
0,1.9,1.9,0,3.8,0,0,0,51.4,1595551744,838012928,400809984,3139538944,1332830208,0
0,0,0,0,3.8,1.9,0,0,51.4,1595551744,838012928,400809984,3139538944,1332830208,0
0,0,0,0,3.9,0,0,0,51.4,1595551744,838012928,400809984,3139538944,1332830208,0
0,0,0,0,3.8,0,0,1.9,51.4,1595551744,838012928,400809984,3139538944,1332830208,0
0,0,0,0,2,0,0,0,51.4,1595551744,838012928,400809984,3139538944,1332830208,0
0,0,1.9,1.9,5.7,0,0,0,51.4,1595551744,838012928,400818176,3139530752,1332830208,0
0,0,0,0,2,0,0,0,51.4,1595543552,838025216,400818176,3139538944,1332830208,0
0,0,0,0,5.7,0,0,0,51.4,1595543552,838025216,400818176,3139538944,1332830208,0
0,0,1.9,0,3.9,0,0,0,51.4,1595543552,838025216,400818176,3139538944,1332830208,0
0,0,1.9,0,3.8,0,0,0,51.4,1595543552,838025216,400818176,3139538944,1332830208,0
0,0,0,0,2,0,0,0,51.4,1595543552,838025216,400818176,3139538944,1332830208,0
0,0,2,1.9,2,0,0,0,51.4,1595543552,838025216,400818176,3139538944,1332830208,0
0,0,0,0,3.8,0,0,0,51.4,1595543552,838025216,400818176,3139538944,1332830208,0
0,0,1.9,0,3.9,0,0,0,51.4,1595543552,838025216,400818176,3139538944,1332830208,0
0,0,0,0,2,0,0,0,51.4,1595543552,838025216,400818176,3139538944,1332830208,0
0,0,1.9,0,2,0,0,1.9,51.4,1595543552,838025216,400818176,3139538944,1332830208,0
0,0,0,1.9,7.5,0,1.9,0,51.4,1595543552,838025216,400818176,3139538944,1332830208,0
0,1.9,0,0,3.8,0,0,0,51.4,1595543552,838025216,400826368,3139530752,1332830208,0
0,0,0,0,3.8,0,1.9,0,51.4,1595543552,838025216,400826368,3139530752,1332830208,0
0,0,0,0,3.8,0,0,0,51.4,1595543552,838025216,400826368,3139530752,1332830208,0
